,EQ_ID,Lon,Lat,Depth,Mag
18024,009745,-73.79204,-38.55402,24.59,8.2
18025,009746,-70.55382,-25.74464,36.46,8.4
18026,009747,-72.2602,-34.5026,26.28,8.4
18027,009748,-73.85203,-41.27228,31.39,8.5
18028,009749,-70.67898,-26.10337,32.34,8.5
18029,009750,-72.11009,-35.5822,49.96,8.4
18030,009751,-70.29359,-25.62649,46.58,8.5
18031,009753,-70.89036,-24.17056,21.33,8.3
18032,009754,-73.61032,-38.30604,27.6,8.4
18033,009755,-72.91439,-37.87495,44.77,8.4
18034,009756,-71.35839,-32.29309,43.91,8.4
18035,009757,-71.48029,-31.37569,38.29,8.7
18036,009759,-72.8537,-35.20488,21.44,8.4
18037,009760,-70.71376,-24.57447,27.78,8.3
18038,009761,-70.96936,-25.2761,22.37,8.5
18039,009762,-71.53974,-33.15074,37.42,8.5
18040,009763,-69.82907,-21.1254,52.08,8.4
18041,009764,-70.5744,-19.67361,33.77,8.3
18042,009765,-72.28762,-35.00896,33.0,8.3
18043,009766,-71.89625,-31.40685,22.62,8.4
18044,009768,-73.24177,-37.75646,33.77,8.4
18045,009769,-72.01696,-35.53421,52.57,8.2
18046,009770,-74.88458,-40.23641,8.32,8.0
18047,009771,-71.06007,-28.56199,36.87,8.4
18048,009772,-74.18926,-42.47344,27.22,8.4
18049,009773,-73.28754,-38.7016,39.03,8.3
18050,009774,-73.72298,-37.16809,20.76,8.3
18051,009775,-71.59579,-31.01637,32.5,8.3
18052,009776,-72.90143,-34.90967,17.6,8.1
18053,009777,-70.9754,-19.33252,25.32,8.2
18054,009778,-72.14389,-32.91282,17.8,8.5
18055,009779,-72.94366,-36.07538,31.51,8.3
18056,009780,-72.66339,-35.31326,27.44,8.3
18057,009781,-71.92487,-18.46271,16.19,8.3
18058,009782,-73.30231,-36.79516,28.14,8.5
18059,009783,-71.93713,-34.67479,39.11,8.1
18060,009784,-70.2293,-19.94456,43.7,8.3
18061,009785,-72.46119,-30.93426,7.25,8.2
18062,009786,-71.72014,-32.36886,29.7,8.4
18063,009788,-70.41224,-23.54223,32.13,8.5
18064,009789,-71.37463,-29.93993,37.58,8.3
18065,009790,-71.29074,-29.84604,40.77,8.4
18066,009791,-74.46906,-43.15306,21.4,8.7
18067,009792,-70.35157,-26.69899,50.04,8.5
18068,009793,-74.72158,-40.17664,10.56,8.4
18069,009794,-70.07121,-23.32198,42.65,8.3
18070,009796,-73.61032,-38.30604,27.6,8.3
18071,009797,-71.63752,-32.79708,33.0,8.2
18072,009798,-71.44801,-31.1163,39.16,8.4
18073,009799,-71.11837,-22.22041,9.8,8.4
18074,009800,-73.46459,-37.62303,27.79,8.3
18075,009801,-70.65846,-28.38929,52.31,8.3
18076,009802,-71.86904,-29.39284,17.69,8.3
18077,009803,-73.43539,-38.59354,33.73,8.3
18078,009804,-70.52388,-20.52789,28.27,8.4
18079,009805,-71.11727,-25.75488,18.49,8.4
18080,009806,-70.93499,-28.31882,38.82,8.5
18081,009807,-74.35424,-40.10936,16.29,8.4
18082,009808,-70.87112,-22.24039,17.03,8.7
18083,009809,-73.56211,-37.3909,24.79,8.4
18084,009810,-71.424,-27.75985,18.03,8.4
18085,009811,-70.88727,-19.48449,26.05,8.4
18086,009812,-74.37787,-41.2729,18.01,8.2
18087,009813,-69.96383,-23.44022,46.88,8.2
18088,009814,-71.61731,-31.50712,32.62,8.4
18089,009815,-73.04611,-37.53515,38.29,8.5
18090,009816,-71.47525,-31.9848,38.92,8.2
18091,009817,-69.82639,-23.2309,51.17,8.5
18092,009818,-71.16877,-28.18515,28.03,8.3
18093,009819,-71.15273,-19.5219,18.86,8.4
18094,009820,-74.72158,-40.17664,10.56,8.4
18095,009822,-69.87021,-22.52684,48.39,8.6
18096,009823,-70.89036,-24.17056,21.33,8.5
18097,009824,-74.61912,-41.08345,13.48,8.3
18098,009825,-73.24597,-35.51196,18.1,8.3
18099,009826,-71.29074,-29.84604,40.77,8.4
18100,009827,-73.69413,-39.5309,31.76,8.3
18101,009828,-73.22057,-36.74522,29.92,8.2
18102,009829,-70.86747,-27.24735,30.86,8.2
18103,009831,-71.17953,-31.57348,52.83,8.4
18104,009832,-70.50824,-23.40727,28.74,8.5
18105,009833,-73.71997,-40.47446,33.1,8.4
18106,009834,-71.08903,-24.88139,18.86,8.5
18107,009835,-71.08969,-25.40103,19.25,8.1
18108,009836,-73.55907,-38.8319,31.9,8.4
18109,009837,-70.86873,-23.29715,19.18,8.3
18110,009838,-71.84698,-18.73831,13.71,8.4
18111,009839,-72.65909,-34.5669,18.25,8.3
18112,009840,-73.39803,-39.04869,38.34,8.2
18113,009841,-71.55039,-33.59607,39.37,8.5
18114,009842,-70.54573,-19.82475,33.15,8.2
18115,009843,-70.20565,-21.23277,36.47,8.4
18116,009844,-72.6442,-34.341,16.53,8.3
18117,009845,-73.33041,-38.86924,39.08,8.6
18118,009846,-72.97787,-35.66235,25.16,8.5
18119,009847,-70.84649,-20.76605,18.24,8.2
18120,009848,-72.57367,-32.53481,6.91,8.3
18121,009849,-70.60974,-24.75976,31.71,8.4
18122,009850,-73.60659,-36.89845,21.95,8.4
18123,009851,-71.15684,-20.52563,10.32,8.6
18124,009852,-70.9754,-19.33252,25.32,8.3
18125,009854,-71.15464,-23.21875,10.99,8.3
18126,009855,-70.70586,-22.47533,21.03,8.4
18127,009856,-71.66798,-27.94149,14.19,8.4
18128,009857,-74.85472,-39.54693,6.9,8.3
18129,009859,-71.08969,-25.40103,19.25,8.2
18130,009860,-72.69015,-33.22319,6.78,8.3
18131,009861,-70.30635,-25.0223,43.34,8.4
18132,009862,-72.95873,-35.45983,22.76,8.5
18133,009863,-71.91535,-18.5671,14.75,8.3
18134,009864,-73.05934,-35.3082,18.99,8.3
18135,009865,-73.19292,-40.00347,52.97,8.4
18136,009866,-72.65778,-35.2025,25.89,8.2
18137,009867,-73.85203,-41.27228,31.39,8.2
18138,009868,-71.79964,-34.21591,36.98,8.4
18139,009869,-71.55564,-29.46156,27.3,8.3
18140,009870,-73.79523,-39.06224,26.69,8.4
18141,009872,-74.12562,-42.13308,27.55,8.2
18142,009873,-70.81585,-27.33431,33.47,8.3
18143,009874,-73.28754,-38.7016,39.03,8.4
18144,009875,-72.8589,-36.00209,32.98,8.4
18145,009876,-72.75248,-35.14902,22.89,8.4
18146,009877,-73.40558,-37.28461,27.78,8.3
18147,009878,-71.28916,-19.75118,13.63,8.3
18148,009879,-73.75298,-37.37649,20.95,8.2
18149,009880,-71.16877,-28.18515,28.03,8.4
18150,009881,-72.02321,-34.82962,38.65,8.1
18151,009882,-70.50551,-23.18413,28.15,8.4
18152,009883,-74.24285,-39.74498,17.77,8.5
18153,009884,-73.62923,-37.73089,24.65,8.1
18154,009885,-73.98567,-37.27118,16.47,8.4
18155,009887,-72.15322,-30.16777,12.81,8.4
18156,009888,-74.31187,-41.20024,19.18,8.1
18157,009889,-71.50758,-30.10379,32.78,8.2
18158,009890,-70.53822,-19.05426,44.34,8.6
18159,009891,-70.7665,-28.72619,52.31,8.4
18160,009892,-70.03605,-23.16154,43.39,8.2
18161,009893,-70.74548,-27.62259,39.02,8.4
18162,009894,-72.09637,-28.91882,9.56,8.3
18163,009895,-71.52255,-19.07334,15.72,8.5
18164,009896,-72.90385,-36.69212,38.55,8.5
18165,009897,-71.6481,-32.45177,32.4,8.5
18166,009898,-70.90371,-26.56809,25.58,8.3
18167,009899,-70.3336,-21.46617,31.44,8.3
18168,009900,-73.69413,-39.5309,31.76,8.4
18169,009901,-70.82454,-21.82549,17.96,8.4
18170,009902,-71.17042,-18.50549,33.29,8.4
18171,009903,-73.58319,-35.45062,10.67,8.3
18172,009904,-72.19355,-31.74901,14.92,8.3
18173,009905,-70.95685,-27.38118,28.44,8.4
18174,009906,-71.79019,-30.937,25.0,8.4
18175,009907,-70.20113,-20.80223,38.28,8.4
18176,009908,-72.04309,-35.2376,45.58,8.3
18177,009909,-72.76451,-33.63526,8.0,8.6
18178,009910,-70.84136,-28.44626,44.81,8.4
18179,009911,-72.19569,-32.57374,15.93,8.3
18180,009912,-70.23521,-20.88519,36.59,8.4
18181,009913,-73.76018,-38.86935,26.76,8.6
18182,009914,-73.50683,-34.92014,7.59,8.3
18183,009915,-74.11211,-39.99589,21.33,8.4
18184,009916,-72.00158,-32.83967,21.45,8.5
18185,009917,-70.85399,-27.49649,33.24,8.4
18186,009918,-70.879,-20.60158,18.03,8.3
18187,009919,-71.00196,-28.39086,36.94,8.4
18188,009920,-73.48408,-38.7591,33.52,8.0
18189,009921,-72.03342,-33.36518,22.04,8.3
18190,009922,-71.65292,-34.29892,43.78,8.5
18191,009923,-71.38285,-27.24447,16.54,8.4
18192,009925,-70.89787,-28.04874,36.92,8.4
18193,009926,-71.3408,-26.49557,14.34,8.0
18194,009927,-70.98166,-23.42505,16.9,8.4
18195,009928,-72.40933,-36.40209,52.63,8.5
18196,009930,-72.0007,-18.46698,14.47,8.4
18197,009931,-72.56488,-35.15281,27.45,8.3
18198,009932,-70.56572,-26.55421,39.02,8.3
18199,009933,-73.77844,-41.89807,37.34,8.2
18200,009934,-71.43911,-28.02768,18.98,8.4
18201,009935,-70.97521,-24.87214,21.64,8.4
18202,009936,-70.28551,-25.78921,47.53,8.5
18203,009937,-70.71622,-22.59128,21.03,8.4
18204,009938,-70.56985,-23.68235,27.97,8.4
18205,009939,-74.69496,-40.31611,11.19,8.3
18206,009940,-71.30251,-26.66844,15.79,8.2
18207,009941,-73.42051,-40.79024,44.56,8.5
18208,009942,-70.11553,-23.48726,41.71,8.3
18209,009943,-70.68892,-24.01421,25.96,8.3
18210,009944,-73.28588,-41.37785,52.39,8.4
18211,009945,-71.43562,-29.57443,32.69,8.3
18212,009946,-70.27567,-21.55977,33.32,8.4
18213,009947,-70.73252,-26.19054,30.47,8.4
18214,009948,-74.56032,-43.14386,19.06,8.4
18215,009949,-72.73787,-34.71674,18.33,8.4
18216,009950,-73.05994,-38.50812,44.85,8.3
18217,009951,-73.44529,-35.98112,19.01,8.2
18218,009952,-70.1158,-21.59621,39.21,8.0
18219,009953,-70.95152,-25.17819,22.83,8.3
18220,009955,-73.60502,-34.97482,6.19,8.4
18221,009957,-74.71843,-39.86351,9.9,8.5
18222,009958,-71.49683,-25.88236,8.68,8.2
18223,009959,-74.74749,-40.39055,10.56,8.2
18224,009960,-72.74535,-34.82448,19.12,8.3
18225,009961,-71.27871,-18.69354,26.21,8.3
18226,009962,-69.80206,-22.70225,51.15,8.4
18227,009964,-70.73504,-27.34168,36.97,8.1
18228,009965,-73.06719,-36.70483,33.84,8.4
18229,009966,-71.87597,-33.47349,27.0,8.6
18230,009967,-69.82564,-20.85558,53.42,8.3
18231,009968,-71.57055,-30.65759,32.5,8.6
18232,009969,-70.06362,-21.00097,42.79,8.3
18233,009970,-72.82478,-36.19351,36.45,8.4
18234,009971,-71.48029,-31.37569,38.29,8.2
18235,009972,-71.9247,-31.23396,21.25,8.3
18236,009973,-73.53019,-38.93007,33.37,8.3
18237,009974,-71.94527,-32.76083,22.89,8.6
18238,009975,-70.52638,-25.58567,37.27,8.4
18239,009976,-71.06777,-21.45222,11.36,8.1
18240,009977,-69.93118,-24.50127,53.37,8.4
18241,009978,-70.05205,-20.90632,43.68,8.5
18242,009979,-70.64266,-19.08539,39.89,8.4
18243,009980,-73.55907,-38.8319,31.9,8.4
18244,009982,-70.31412,-23.132,33.75,8.4
18245,009983,-74.26042,-40.70434,18.97,8.5
18246,009984,-72.72425,-36.03854,37.43,8.3
18247,009985,-70.70992,-19.65565,29.47,8.4
18248,009986,-70.33098,-22.31186,31.36,8.1
18249,009987,-73.57831,-41.10021,39.81,8.5
18250,009989,-70.46732,-25.26347,38.59,8.3
18251,009990,-70.5638,-22.64711,25.09,8.3
18252,009991,-71.84418,-32.77808,25.89,8.3
18253,009992,-71.63752,-32.79708,33.0,8.4
18254,009993,-74.01101,-41.43535,27.45,8.1
18255,009994,-73.90015,-39.94858,26.73,8.6
18256,009995,-71.44543,-25.65809,9.92,8.5
18257,009998,-71.31645,-24.41534,10.74,8.6
18258,009999,-71.3301,-31.63131,45.27,8.2
18259,010000,-71.49905,-34.01753,45.95,8.3
18260,010001,-71.16633,-19.99753,14.72,8.4
18261,010002,-74.07585,-42.78971,32.33,8.5
18262,010004,-72.44076,-34.12213,18.07,8.2
18263,010005,-73.61032,-38.30604,27.6,8.3
18264,010006,-70.70152,-20.84317,21.52,8.4
18265,010007,-70.21741,-19.40879,51.08,8.3
18266,010009,-73.62185,-36.20265,17.48,8.4
18267,010010,-70.6709,-26.2767,33.13,8.5
18268,010011,-70.03763,-24.35074,48.76,8.2
18269,010012,-70.34731,-25.53089,44.06,8.3
18270,010013,-73.49801,-37.03826,24.74,8.5
18271,010014,-71.29312,-27.24046,18.18,8.5
18272,010015,-70.8977,-25.23631,24.33,8.3
18273,010016,-73.4811,-36.79233,24.07,8.5
18274,010017,-72.56059,-35.04225,25.9,8.1
18275,010018,-71.37,-19.06173,18.92,8.1
18276,010019,-74.60081,-40.77283,13.14,8.6
18277,010020,-70.63617,-19.53441,33.35,8.4
18278,010021,-70.39933,-20.6014,32.03,8.5
18279,010022,-73.40117,-37.68822,29.52,8.2
18280,010023,-73.97475,-41.96903,31.25,8.5
18281,010025,-70.6985,-27.16897,37.24,8.4
18282,010026,-72.37821,-31.71465,10.4,8.5
18283,010027,-74.0106,-39.54499,22.81,8.6
18284,010029,-71.29493,-25.54833,14.43,8.3
18285,010030,-70.65385,-25.91093,32.91,8.4
18286,010031,-73.81174,-40.61321,30.47,8.2
18287,010032,-71.23168,-19.46132,17.69,8.5
18288,010033,-72.02555,-31.39584,18.78,8.1
18289,010034,-74.03901,-39.27763,21.35,8.3
18290,010037,-70.4714,-19.21353,44.11,8.6
18291,010039,-70.27567,-21.55977,33.32,8.4
18292,010040,-70.01484,-22.59459,42.9,8.2
18293,010041,-70.6709,-26.2767,33.13,8.4
18294,010042,-74.11776,-38.46736,17.36,8.6
18295,010043,-70.40472,-19.98257,36.56,8.3
18296,010044,-71.67251,-29.57567,24.11,8.4
18297,010045,-73.00188,-38.87343,50.79,8.6
18298,010046,-70.34731,-25.53089,44.06,8.3
18299,010048,-70.97521,-24.87214,21.64,8.4
18300,010049,-72.12729,-29.99345,13.15,8.2
18301,010050,-71.69469,-27.41388,10.29,8.4
18302,010051,-71.13529,-22.0356,9.16,8.5
18303,010052,-74.25409,-41.8439,22.89,8.3
18304,010053,-73.28247,-41.10545,51.13,8.3
18305,010054,-72.25752,-30.78243,12.1,8.5
18306,010055,-73.9651,-41.25974,27.98,8.5
18307,010056,-71.75409,-18.57469,17.71,8.4
18308,010057,-74.08899,-41.95043,27.72,8.2
18309,010058,-73.73032,-40.67383,33.14,8.3
18310,010059,-70.14901,-24.9317,48.5,8.2
18311,010060,-71.65207,-33.17854,33.23,8.3
18312,010061,-74.38535,-43.23012,23.76,8.3
18313,010062,-70.60044,-21.41854,23.26,8.5
18314,010063,-71.18338,-28.42049,30.27,8.4
18315,010064,-70.07106,-22.9048,41.41,8.4
18316,010065,-74.09745,-40.93988,23.37,8.5
18317,010066,-74.83951,-40.71532,9.64,8.4
18318,010067,-71.84998,-32.97082,26.01,8.5
18319,010068,-70.45249,-19.43947,41.26,8.1
18320,010069,-73.83611,-37.33807,19.32,8.7
18321,010070,-73.11954,-37.59581,36.35,8.4
18322,010071,-71.91615,-28.27415,10.0,8.4
18323,010072,-70.35235,-25.86054,45.0,8.4
18324,010073,-70.45308,-21.29359,27.77,8.6
18325,010074,-70.60551,-19.74573,31.92,8.2
18326,010075,-73.96787,-40.92094,26.66,8.3
18327,010076,-70.911,-21.32001,15.94,8.4
18328,010077,-71.34852,-32.48602,44.36,8.2
18329,010078,-70.84632,-19.90739,23.1,8.3
18330,010079,-70.60974,-24.75976,31.71,8.3
18331,010080,-74.04839,-42.32223,30.91,8.5
18332,010081,-71.62648,-18.91007,15.75,8.4
18333,010082,-72.30195,-34.31584,22.9,8.4
18334,010083,-70.7156,-26.62021,32.95,8.6
18335,010084,-72.9715,-37.29431,39.49,8.6
18336,010085,-71.9077,-32.56999,23.84,8.4
18337,010087,-70.58769,-20.31591,27.51,8.6
18338,010088,-73.09895,-35.95638,26.08,8.3
18339,010089,-71.50704,-26.05327,8.8,8.3
18340,010090,-70.56985,-23.68235,27.97,8.4
18341,010091,-70.32661,-26.5155,49.86,8.5
18342,010092,-73.73191,-37.5707,22.01,8.2
18343,010093,-72.85807,-35.01066,19.13,8.5
18344,010094,-70.49584,-22.23356,26.24,8.5
18345,010095,-71.37463,-29.93993,37.58,8.3
18346,010096,-70.22257,-21.00125,36.59,8.3
18347,010097,-71.40985,-30.11926,37.01,8.5
18348,010098,-72.8279,-37.91856,48.16,8.2
18349,010099,-72.40863,-31.18558,8.61,8.5
18350,010100,-71.74244,-18.86345,14.03,8.2
18351,010101,-70.57231,-24.39514,31.16,8.3
18352,010103,-73.57511,-37.64727,25.47,8.7
18353,010104,-71.93713,-34.67479,39.11,8.5
18354,010105,-71.30463,-18.52518,28.65,8.3
18355,010106,-72.4702,-33.79189,14.73,8.3
18356,010107,-70.36053,-20.52211,33.89,8.4
18357,010108,-73.43724,-37.11584,26.37,8.6
18358,010109,-70.99371,-25.03348,21.46,8.3
18359,010110,-71.33367,-26.31498,14.09,8.5
18360,010111,-71.00801,-23.00815,15.09,8.3
18361,010112,-70.45308,-21.29359,27.77,8.4
18362,010113,-73.84255,-39.23906,26.17,8.4
18363,010114,-73.73032,-40.67383,33.14,8.5
18364,010115,-70.79837,-18.34127,50.88,8.6
18365,010116,-71.68275,-31.81464,30.49,8.6
18366,010117,-70.76271,-24.46749,25.92,8.4
18367,010118,-73.63821,-36.45075,19.0,8.4
18368,010119,-70.22033,-23.12126,36.83,8.4
18369,010120,-70.50267,-25.83447,38.71,8.3
18370,010121,-73.70196,-35.30941,6.62,8.1
18371,010122,-73.73183,-41.56624,36.84,8.4
18372,010123,-71.14786,-22.59901,9.39,8.3
18373,010124,-73.96506,-40.72596,26.21,8.4
18374,010125,-71.40467,-33.2684,43.26,8.4
18375,010126,-71.07792,-21.62236,11.04,8.5
18376,010127,-72.66953,-35.53822,30.95,8.1
18377,010128,-70.98406,-26.71484,23.62,8.4
18378,010129,-74.32507,-39.01709,14.42,8.6
18379,010130,-73.92205,-41.62646,31.0,8.2
18380,010131,-71.30283,-31.07958,46.04,8.3
18381,010132,-70.1348,-21.88201,38.14,8.4
18382,010133,-72.57874,-34.51404,19.04,8.3
18383,010134,-71.43017,-28.48092,22.71,8.3
18384,010135,-72.36771,-32.56613,11.77,8.4
18385,010136,-73.43539,-38.59354,33.73,8.4
18386,010137,-70.52184,-22.01246,25.27,8.2
18387,010138,-73.45159,-37.78831,28.78,8.4
18388,010139,-73.88642,-37.50312,18.94,8.3
18389,010140,-70.50721,-21.22781,26.19,8.5
18390,010141,-70.50729,-24.0437,31.39,8.5
18391,010142,-73.62967,-41.28892,38.84,8.5
18392,010143,-70.89261,-24.63439,23.07,8.5
18393,010144,-71.33838,-28.48764,25.63,8.2
18394,010145,-72.28933,-32.22249,13.28,8.1
18395,010146,-71.51893,-32.42369,37.33,8.2
18396,010148,-71.39152,-19.64666,11.15,8.3
18397,010149,-70.24644,-20.43481,38.76,8.3
18398,010151,-70.64337,-22.41733,22.49,8.3
18399,010152,-73.51713,-39.46288,37.36,8.3
18400,010154,-73.89332,-40.35901,27.56,8.5
18401,010155,-70.17869,-21.76486,36.59,8.3
18402,010156,-72.40062,-33.47133,13.96,8.2
18403,010157,-70.68892,-24.01421,25.96,8.2
18404,010158,-74.80518,-40.10326,9.19,8.5
18405,010159,-70.87112,-22.24039,17.03,8.5
18406,010161,-70.50721,-21.22781,26.19,8.4
18407,010162,-74.0631,-40.25986,22.9,8.6
18408,010163,-71.63757,-33.95656,39.63,8.5
18409,010164,-70.8327,-24.09373,22.47,8.5
18410,010165,-70.2987,-21.21037,33.15,8.3
18411,010166,-73.14875,-38.22581,39.56,8.4
18412,010168,-71.36037,-25.79699,12.75,8.3
18413,010169,-73.90759,-40.80962,28.04,8.5
18414,010170,-70.45729,-21.14628,27.93,8.4
18415,010171,-70.97313,-26.8934,24.95,8.3
18416,010172,-72.57874,-34.51404,19.04,8.5
18417,010173,-73.24858,-40.68587,51.46,8.2
18418,010174,-74.16629,-43.22031,30.43,8.3
18419,010175,-72.47061,-34.99205,27.45,8.3
18420,010176,-73.69741,-39.98078,33.12,8.2
18421,010177,-73.88326,-40.05053,27.45,8.0
18422,010178,-70.20113,-20.80223,38.28,8.1
18423,010179,-74.12048,-42.68785,30.31,8.2
18424,010180,-70.37184,-23.38028,32.77,8.3
18425,010181,-73.73742,-41.9819,39.36,8.4
18426,010182,-71.55567,-30.48744,32.5,8.4
18427,010183,-70.41285,-21.65474,28.65,8.2
18428,010184,-71.77233,-35.05305,52.56,8.3
18429,010186,-74.61711,-40.06024,11.89,8.3
18430,010187,-71.76446,-30.58798,25.0,8.3
18431,010188,-71.58398,-30.83456,32.5,8.3
18432,010189,-70.70301,-19.37697,33.17,8.5
18433,010190,-71.27865,-26.39638,15.58,8.3
18434,010191,-72.0765,-31.48008,17.6,8.3
18435,010192,-73.53019,-38.93007,33.37,8.4
18436,010193,-73.5474,-42.34087,49.37,8.4
18437,010194,-71.42126,-30.47776,38.33,8.2
18438,010195,-73.50684,-38.66526,32.25,8.3
18439,010196,-72.27324,-32.52642,13.97,8.3
18440,010197,-74.09745,-40.93988,23.37,8.4
18441,010198,-70.42721,-20.46327,31.89,8.5
18442,010199,-73.61032,-38.30604,27.6,8.5
18443,010200,-71.235,-27.706,21.7,8.2
18444,010201,-70.68299,-25.63881,31.5,8.3
18445,010202,-70.79616,-20.05328,23.29,8.3
18446,010203,-70.76908,-21.91732,19.07,8.3
18447,010204,-72.30886,-29.89422,8.07,8.4
18448,010205,-70.56615,-19.49742,36.27,8.3
18449,010206,-71.54558,-30.00365,30.74,8.5
18450,010207,-72.20088,-34.84484,33.0,8.3
18451,010208,-71.01423,-27.54311,27.6,8.3
18452,010209,-73.52536,-38.36894,29.95,8.2
18453,010210,-71.81996,-30.32466,22.43,8.5
18454,010211,-74.26173,-39.15526,16.03,8.4
18455,010212,-70.43233,-22.14175,28.03,8.3
18456,010213,-71.77759,-30.75673,25.0,8.4
18457,010214,-70.64337,-22.41733,22.49,8.3
18458,010215,-73.89614,-42.42126,36.64,8.2
18459,010216,-72.38771,-32.65151,11.45,8.6
18460,010217,-74.38218,-41.01722,17.2,8.2
18461,010219,-69.96925,-23.83812,48.33,8.5
18462,010220,-71.25442,-30.05356,43.71,8.5
18463,010221,-72.17543,-31.65306,15.3,8.3
18464,010222,-72.30195,-34.31584,22.9,8.2
18465,010223,-70.9359,-25.34191,23.34,8.3
18466,010224,-74.20165,-39.81905,18.87,8.4
18467,010225,-70.35464,-21.13089,31.38,8.4
18468,010226,-70.91188,-29.27041,53.08,8.4
18469,010227,-70.3841,-22.88914,30.88,8.4
18470,010228,-70.60482,-28.21251,52.33,8.4
18471,010229,-70.80906,-22.61439,19.01,8.5
18472,010230,-71.36354,-19.15561,18.11,8.5
18473,010231,-73.83037,-38.33307,22.84,8.4
18474,010233,-70.52388,-20.52789,28.27,8.4
18475,010234,-74.04001,-41.6119,27.45,8.4
18476,010235,-70.65212,-23.74559,25.9,8.6
18477,010236,-71.86194,-30.85362,22.5,8.3
18478,010237,-71.60773,-28.57223,18.94,8.3
18479,010238,-70.1089,-21.73488,39.29,8.5
18480,010239,-72.13036,-34.17691,25.89,8.4
18481,010240,-73.60502,-40.14725,36.57,8.2
18482,010241,-70.5454,-22.46066,25.18,8.1
18483,010242,-70.93793,-20.94437,15.49,8.4
18484,010243,-73.24358,-35.815,21.36,8.4
18485,010244,-73.45169,-35.07496,10.07,8.4
18486,010245,-70.63617,-19.53441,33.35,8.5
18487,010246,-71.30283,-31.07958,46.04,8.4
18488,010247,-73.70963,-40.13858,33.0,8.5
18489,010248,-71.35839,-32.29309,43.91,8.4
18490,010249,-70.95764,-27.06116,26.3,8.5
18491,010250,-70.66827,-19.1779,37.41,8.2
18492,010251,-71.61615,-19.01272,14.47,8.3
18493,010252,-73.42656,-36.42912,23.17,8.2
18494,010253,-70.70301,-19.37697,33.17,8.4
18495,010254,-71.83867,-31.19657,23.93,8.2
18496,010255,-71.57153,-33.33542,36.83,8.4
18497,010256,-73.05934,-35.3082,18.99,8.4
18498,010257,-74.51784,-42.41997,18.43,8.3
18499,010258,-72.42911,-34.2074,18.98,8.2
18500,010260,-70.78721,-27.7988,38.94,8.4
18501,010261,-70.87009,-19.14851,30.97,8.4
18502,010262,-73.89154,-40.20455,27.41,8.5
18503,010263,-72.23724,-29.63019,8.86,8.3
18504,010264,-71.32909,-26.13084,13.96,8.3
18505,010265,-74.04001,-41.6119,27.45,8.4
18506,010266,-70.7108,-19.4804,31.52,8.3
18507,010267,-71.92862,-30.15376,18.68,8.4
18508,010268,-74.15546,-39.42388,19.0,8.3
18509,010269,-72.33407,-30.0655,7.86,8.2
18510,010270,-69.89874,-21.16211,49.02,8.3
18511,010271,-72.39861,-34.38671,21.35,8.3
18512,010272,-72.53557,-35.77216,38.91,8.4
18513,010273,-70.70488,-23.22132,22.89,8.4
18514,010274,-70.63844,-25.73241,33.23,8.2
18515,010275,-70.58933,-27.94035,49.67,8.5
18516,010276,-72.23323,-29.33658,7.92,8.3
18517,010277,-70.7578,-20.22502,23.09,8.4
18518,010278,-73.86926,-36.72369,16.56,8.3
18519,010279,-73.77844,-41.89807,37.34,8.3
18520,010280,-71.59579,-31.01637,32.5,8.2
18521,010281,-70.81038,-25.07867,26.63,8.2
18522,010282,-71.96684,-30.07118,17.49,8.3
18523,010283,-71.65207,-33.17854,33.23,8.5
18524,010284,-72.04072,-29.09361,12.03,8.2
18525,010285,-71.14914,-28.53357,32.93,8.5
18526,010286,-73.29457,-37.83238,32.79,8.3
18527,010287,-71.6867,-32.70959,31.1,8.5
18528,010288,-71.76468,-33.58296,31.34,8.4
18529,010289,-74.56032,-43.14386,19.06,8.6
18530,010290,-71.57153,-33.33542,36.83,8.5
18531,010291,-71.06218,-24.67628,19.02,8.3
18532,010292,-71.02316,-25.21795,20.87,8.4
18533,010293,-70.32961,-24.03038,37.0,8.5
18534,010294,-69.95759,-24.38955,51.76,8.4
18535,010295,-73.79543,-39.49979,28.52,8.4
18536,010296,-71.85627,-33.26598,26.63,8.3
18537,010297,-75.11973,-40.25343,5.01,8.4
18538,010299,-70.61378,-21.25635,23.05,8.5
18539,010300,-71.42126,-30.47776,38.33,8.2
18540,010302,-71.02316,-25.21795,20.87,8.4
18541,010303,-74.06815,-38.73804,19.13,8.3
18542,010304,-70.77716,-26.98448,32.65,8.5
18543,010305,-73.66422,-39.61836,33.12,8.3
18544,010306,-73.2451,-36.28583,26.12,8.4
18545,010307,-71.02379,-18.4689,39.09,8.4
18546,010308,-71.08318,-24.10351,16.46,8.4
18547,010309,-70.79837,-18.34127,50.88,8.4
18548,010310,-71.21624,-29.05816,36.91,8.4
18549,010311,-71.46328,-26.50593,11.06,8.4
18550,010312,-73.93097,-40.63587,26.93,8.5
18551,010313,-71.42233,-33.3866,43.07,8.5
18552,010314,-71.9247,-31.23396,21.25,8.3
18553,010315,-71.35464,-28.34247,23.67,8.5
18554,010316,-70.49306,-21.38595,26.38,8.5
18555,010317,-72.86492,-38.34475,50.38,8.3
18556,010318,-70.34879,-24.39814,38.36,8.4
18557,010319,-71.45587,-29.75569,33.0,8.3
18558,010320,-70.59821,-25.03675,33.21,8.6
18559,010321,-71.38477,-25.39101,11.34,8.6
18560,010322,-71.01118,-24.18499,18.52,8.4
