,EQ_ID,Lon,Lat,Depth,Mag
21741,014001,-74.32154,-43.57048,25.85,8.6
21742,014002,-72.06529,-31.30417,17.54,8.6
21743,014004,-70.50604,-20.60846,28.42,8.6
21744,014005,-73.15529,-35.35516,18.04,8.5
21745,014006,-71.25575,-33.69341,52.51,8.6
21746,014007,-71.43017,-28.48092,22.71,8.6
21747,014008,-74.13967,-40.49988,21.38,8.7
21748,014009,-71.76241,-27.89255,11.87,8.5
21749,014010,-72.60242,-36.87602,49.98,8.7
21750,014012,-73.16444,-35.65742,21.07,8.8
21751,014013,-73.89624,-35.90354,8.38,8.5
21752,014014,-70.62067,-21.09237,23.13,8.4
21753,014015,-73.32538,-37.98315,32.8,8.6
21754,014016,-70.9628,-21.48052,14.57,8.6
21755,014017,-70.32433,-23.30501,34.01,8.6
21756,014018,-70.56028,-26.1121,37.11,8.5
21757,014019,-71.87362,-32.37804,24.7,8.7
21758,014020,-72.53531,-36.94015,52.96,8.5
21759,014021,-71.13125,-21.69957,9.33,8.7
21760,014022,-70.68527,-21.56008,20.88,8.6
21761,014024,-72.64376,-34.10344,14.3,8.5
21762,014025,-70.70586,-22.47533,21.03,8.6
21763,014026,-74.67777,-42.26574,14.99,8.6
21764,014027,-69.96398,-24.67407,53.36,8.7
21765,014029,-72.23764,-29.81693,9.67,8.5
21766,014030,-72.75797,-34.36132,14.84,8.7
21767,014031,-72.49159,-33.16848,10.64,8.7
21768,014032,-73.41284,-41.81899,50.41,8.6
21769,014033,-70.94932,-28.22125,36.89,8.5
21770,014034,-70.1158,-21.59621,39.21,8.5
21771,014035,-72.9704,-33.88186,6.53,8.7
21772,014036,-71.86671,-28.08537,10.25,8.4
21773,014037,-73.58704,-40.66833,38.13,8.7
21774,014038,-70.58769,-20.31591,27.51,8.3
21775,014039,-70.26992,-22.08325,33.25,8.3
21776,014040,-73.60562,-41.78631,42.79,8.7
21777,014041,-72.06935,-33.97174,25.4,8.8
21778,014042,-71.56656,-27.64576,14.82,8.7
21779,014043,-71.14914,-28.53357,32.93,8.3
21780,014044,-73.09567,-36.46894,31.46,8.4
21781,014045,-74.45328,-41.25235,16.46,8.6
21782,014046,-74.36961,-38.43766,12.24,8.6
21783,014047,-70.45729,-21.14628,27.93,8.5
21784,014048,-71.15263,-23.02362,10.28,8.5
21785,014049,-72.31884,-34.23052,21.55,8.5
21786,014050,-72.01838,-30.75012,17.89,8.6
21787,014051,-74.37787,-41.2729,18.01,8.7
21788,014052,-74.39772,-43.47994,23.83,8.7
21789,014053,-74.07794,-42.49607,30.84,8.6
21790,014054,-73.4811,-36.79233,24.07,8.4
21791,014055,-73.69203,-36.64625,19.18,8.6
21792,014056,-73.62872,-37.56077,24.05,8.5
21793,014057,-73.56916,-37.80674,26.22,8.7
21794,014058,-70.25758,-20.69489,36.69,8.8
21795,014059,-70.32354,-22.16174,31.49,8.6
21796,014060,-70.99371,-25.03348,21.46,8.6
21797,014061,-71.05223,-20.02852,17.23,8.8
21798,014062,-70.45949,-23.71989,31.4,8.6
21799,014064,-71.39517,-29.42312,33.15,8.5
21800,014065,-70.50729,-24.0437,31.39,8.7
21801,014066,-73.67176,-41.19428,36.91,8.7
21802,014067,-70.68085,-22.85299,22.53,8.5
21803,014068,-74.4698,-40.75721,15.13,8.5
21804,014069,-70.69164,-19.7296,29.27,8.7
21805,014070,-71.07652,-27.62704,26.06,8.5
21806,014071,-72.53734,-34.08046,15.97,8.8
21807,014072,-70.40658,-21.9898,28.71,8.5
21808,014074,-72.03997,-31.74115,18.97,8.6
21809,014075,-71.1317,-19.73419,17.69,8.7
21810,014076,-73.77447,-35.46818,6.36,8.7
21811,014077,-71.13902,-19.3256,21.13,8.8
21812,014078,-71.78876,-33.87361,33.14,8.6
21813,014079,-74.03331,-38.38115,18.84,8.7
21814,014080,-70.2987,-21.21037,33.15,8.7
21815,014081,-71.25399,-30.17756,44.48,8.8
21816,014082,-73.60562,-41.78631,42.79,8.5
21817,014083,-72.05389,-31.96474,18.97,8.6
21818,014084,-70.25971,-24.41997,41.5,8.8
21819,014085,-73.28896,-38.44944,36.92,8.5
21820,014086,-71.51942,-26.81306,10.76,8.4
21821,014087,-71.35824,-24.95037,11.0,8.4
21822,014088,-70.98129,-28.93094,45.6,8.5
21823,014089,-70.28445,-20.51874,36.75,8.6
21824,014090,-70.19139,-21.55445,36.36,8.7
21825,014091,-71.81091,-29.9637,21.4,8.5
21826,014092,-73.93264,-36.91835,16.25,8.5
21827,014093,-71.05223,-20.02852,17.23,8.6
21828,014094,-73.62279,-41.01215,37.91,8.5
21829,014095,-74.73985,-41.47089,12.54,8.4
21830,014096,-73.70963,-40.13858,33.0,8.8
21831,014097,-70.33098,-22.31186,31.36,8.5
21832,014098,-70.1601,-22.24404,37.22,8.6
21833,014099,-73.83611,-37.33807,19.32,8.7
21834,014100,-71.10578,-28.35142,32.34,8.4
21835,014101,-74.24773,-37.90795,13.13,8.6
21836,014102,-73.69741,-39.98078,33.12,8.7
21837,014103,-73.70997,-38.49672,26.2,8.6
21838,014104,-73.76989,-37.93102,22.5,8.3
21839,014105,-72.73787,-34.71674,18.33,8.8
21840,014106,-71.2862,-19.19651,19.19,8.7
21841,014107,-73.58319,-35.45062,10.67,8.8
21842,014108,-74.36961,-38.43766,12.24,8.9
21843,014109,-73.82136,-42.07662,37.02,8.6
21844,014110,-73.89614,-42.42126,36.64,8.4
21845,014111,-73.2099,-38.07251,36.51,8.6
21846,014112,-74.25517,-38.93047,15.62,8.7
21847,014113,-70.50081,-24.32216,33.02,8.4
21848,014114,-73.71711,-38.98282,28.42,8.6
21849,014115,-71.59317,-27.79745,15.11,8.6
21850,014116,-73.93264,-36.91835,16.25,8.6
21851,014117,-74.43825,-41.76162,18.24,8.7
21852,014118,-74.14477,-36.36202,7.76,8.5
21853,014119,-74.12871,-37.40081,14.12,8.5
21854,014120,-71.54106,-18.25977,28.17,8.7
21855,014121,-74.77888,-43.42101,15.19,8.5
21856,014122,-70.5639,-20.7082,26.05,8.6
21857,014124,-70.68823,-24.36716,27.57,8.3
21858,014125,-74.83951,-40.71532,9.64,8.8
21859,014126,-70.98671,-22.89326,15.37,8.6
21860,014127,-73.55318,-40.91438,40.01,8.5
21861,014128,-70.59313,-23.36391,26.21,8.7
21862,014129,-74.12633,-38.64817,17.65,8.2
21863,014130,-74.08191,-41.51642,25.87,8.4
21864,014131,-71.1323,-22.85125,10.54,8.5
21865,014132,-71.08969,-25.40103,19.25,8.8
21866,014133,-71.06777,-21.45222,11.36,8.5
21867,014134,-70.46732,-25.26347,38.59,8.5
21868,014135,-71.89142,-34.92779,45.33,8.5
21869,014136,-72.37589,-34.48818,23.11,8.2
21870,014137,-70.90077,-27.6738,32.92,8.7
21871,014138,-71.55653,-29.29114,26.09,8.6
21872,014139,-70.56028,-26.1121,37.11,8.5
21873,014140,-74.31187,-41.20024,19.18,8.6
21874,014141,-71.06218,-24.67628,19.02,8.6
21875,014142,-73.67176,-41.19428,36.91,8.6
21876,014143,-70.92605,-25.10992,23.42,8.4
21877,014144,-70.65292,-20.21443,26.19,8.3
21878,014145,-74.84758,-41.20213,10.53,8.6
21879,014146,-72.3534,-33.55968,15.47,8.7
21880,014147,-71.20073,-27.5244,21.45,8.6
21881,014148,-70.43304,-27.50548,52.53,8.5
21882,014149,-70.95014,-23.96038,19.17,8.5
21883,014150,-71.62878,-33.69117,37.14,8.6
21884,014151,-74.21841,-43.77305,29.31,8.6
21885,014152,-73.56916,-37.80674,26.22,8.5
21886,014153,-71.30799,-19.60405,14.25,8.6
21887,014154,-72.45594,-32.40739,9.49,8.6
21888,014155,-71.39431,-19.30019,15.77,8.6
21889,014156,-71.94063,-28.72546,12.43,8.4
21890,014157,-71.22848,-24.66827,14.81,8.6
21891,014158,-72.00253,-30.43082,17.44,8.6
21892,014159,-74.70032,-43.36942,16.37,8.4
21893,014160,-70.30635,-25.0223,43.34,8.7
21894,014161,-71.23691,-19.64132,15.9,8.7
21895,014162,-73.58674,-38.18843,27.56,8.4
21896,014163,-71.46951,-32.146,39.21,8.4
21897,014165,-71.66798,-27.94149,14.19,8.5
21898,014166,-73.30856,-38.07801,33.78,8.6
21899,014167,-73.62279,-41.01215,37.91,8.5
21900,014168,-71.10673,-25.19466,18.84,8.4
21901,014169,-70.68759,-28.29382,49.65,8.8
21902,014170,-73.29062,-37.6722,32.14,8.6
21903,014171,-72.16038,-29.38784,10.08,8.4
21904,014172,-71.84106,-18.92243,10.79,8.5
21905,014173,-71.78984,-32.69944,27.54,8.6
21906,014174,-70.56862,-24.85377,33.44,8.6
21907,014175,-73.30046,-36.48425,26.38,8.6
21908,014176,-73.21099,-36.44203,28.2,8.4
21909,014177,-71.52082,-32.24658,37.18,8.6
21910,014178,-71.46355,-32.31679,39.51,8.2
21911,014179,-74.4081,-42.79697,22.33,8.7
21912,014180,-71.52255,-19.07334,15.72,8.6
21913,014181,-70.95485,-24.70245,21.71,8.4
21914,014183,-70.58632,-27.26972,43.21,8.7
21915,014184,-70.9263,-24.95414,23.1,8.4
21916,014185,-74.04383,-39.44912,21.76,8.6
21917,014186,-70.74548,-27.62259,39.02,8.5
21918,014187,-71.01128,-23.25279,15.81,8.6
21919,014188,-71.86002,-34.74772,43.23,8.6
21920,014189,-71.67024,-27.65616,12.7,8.5
21921,014190,-70.45949,-23.71989,31.4,8.5
21922,014191,-73.08718,-38.7417,46.17,8.8
21923,014192,-70.81038,-25.07867,26.63,8.6
21924,014193,-74.537,-42.06452,16.96,8.5
21925,014194,-73.70997,-38.49672,26.2,8.6
21926,014195,-73.45662,-35.33342,12.38,8.5
21927,014196,-71.07291,-21.77782,11.45,8.7
21928,014197,-70.48091,-19.67534,37.11,8.6
21929,014198,-73.96791,-37.74216,18.16,8.4
21930,014199,-71.16083,-30.21672,49.14,8.8
21931,014200,-73.96115,-39.20508,23.0,8.5
21932,014201,-70.37721,-24.57776,38.43,8.7
21933,014203,-74.52359,-40.22263,13.61,8.6
21934,014204,-73.84255,-39.23906,26.17,8.4
21935,014205,-71.24646,-24.52943,13.69,8.4
21936,014206,-71.96794,-33.1208,22.9,8.6
21937,014207,-71.52224,-26.90027,11.12,8.4
21938,014208,-73.43763,-34.76827,7.43,8.5
21939,014209,-73.88326,-40.05053,27.45,8.6
21940,014210,-73.6244,-39.45332,33.64,8.6
21941,014211,-71.43415,-31.28888,40.16,8.3
21942,014212,-71.58733,-33.50586,37.23,8.6
21943,014214,-70.16528,-23.81062,41.4,8.5
21944,014215,-73.92205,-41.62646,31.0,8.5
21945,014216,-71.14617,-32.82326,53.34,8.5
21946,014217,-74.4771,-42.26739,19.04,8.6
21947,014218,-71.38018,-25.25829,11.09,8.5
21948,014219,-70.50267,-25.83447,38.71,8.4
21949,014220,-70.81585,-27.33431,33.47,8.5
21950,014221,-74.1108,-41.6883,25.87,8.6
21951,014222,-70.97538,-21.75586,14.38,8.7
21952,014223,-74.12048,-42.68785,30.31,8.3
21953,014224,-74.13967,-40.49988,21.38,8.5
21954,014225,-74.65704,-38.44551,6.67,8.6
21955,014226,-70.93466,-21.99857,15.43,8.7
21956,014227,-70.86072,-20.5134,18.79,8.5
21957,014228,-71.35839,-32.29309,43.91,8.6
21958,014229,-74.04698,-36.68161,12.6,8.3
21959,014230,-73.40341,-41.64811,49.52,8.7
21960,014231,-71.20141,-26.71288,18.07,8.3
21961,014232,-73.3882,-38.43176,33.9,8.6
21962,014233,-73.33167,-39.67769,45.54,8.6
21963,014234,-74.96503,-42.8674,11.74,8.6
21964,014235,-74.11794,-39.26745,19.44,8.6
21965,014236,-73.9651,-41.25974,27.98,8.5
21966,014237,-74.06713,-37.57353,15.88,8.5
21967,014238,-73.92673,-40.49554,26.81,8.5
21968,014239,-74.20603,-38.12877,14.69,8.6
21969,014240,-74.04744,-37.18156,14.93,8.4
21970,014241,-72.25598,-18.46735,8.38,8.6
21971,014242,-73.40558,-37.28461,27.78,8.7
21972,014243,-74.2306,-42.65808,26.64,8.6
21973,014244,-71.39152,-19.64666,11.15,8.3
21974,014245,-74.38919,-40.45971,16.09,8.5
21975,014246,-74.67267,-40.45616,11.73,8.7
21976,014247,-72.13224,-33.70387,21.37,8.5
21977,014248,-72.47362,-35.33305,33.0,8.6
21978,014249,-70.91651,-21.83339,16.02,8.4
21979,014250,-71.87858,-31.83079,23.81,8.7
21980,014251,-74.24773,-37.90795,13.13,8.6
21981,014252,-71.89142,-34.92779,45.33,8.6
21982,014253,-74.62426,-41.82297,14.91,8.5
21983,014254,-71.94527,-32.76083,22.89,8.5
21984,014255,-70.37151,-22.7165,30.83,8.9
21985,014256,-73.93264,-36.91835,16.25,8.5
21986,014257,-74.69056,-38.35121,5.76,8.9
21987,014258,-73.10359,-36.16695,28.34,8.6
21988,014259,-73.27161,-40.25803,49.92,8.5
21989,014261,-70.92782,-20.15861,19.17,8.4
21990,014262,-72.20309,-35.74103,49.62,8.4
21991,014263,-74.46906,-43.15306,21.4,8.6
21992,014264,-70.73114,-26.35603,31.05,8.9
21993,014265,-74.06295,-41.78015,27.63,8.3
21994,014266,-70.41396,-20.37302,33.0,8.5
21995,014267,-72.57297,-36.74437,50.04,8.5
21996,014268,-72.16038,-29.38784,10.08,8.5
21997,014269,-71.06672,-19.47486,21.36,8.8
21998,014270,-71.43415,-31.28888,40.16,8.2
21999,014271,-74.34584,-42.70451,23.66,8.6
22000,014272,-70.80076,-20.85257,18.99,8.5
22001,014273,-70.50824,-23.40727,28.74,8.6
22002,014274,-73.97798,-39.36496,23.11,8.7
22003,014275,-70.23415,-23.61777,38.2,8.5
22004,014276,-73.71997,-40.47446,33.1,8.2
22005,014277,-74.04734,-41.33971,26.03,8.6
22006,014278,-69.93858,-20.15306,53.69,8.8
22007,014279,-70.66723,-23.53025,24.72,8.4
22008,014281,-74.75006,-41.29756,12.09,8.5
22009,014282,-71.79019,-30.937,25.0,8.7
22010,014283,-72.57062,-35.37887,30.99,8.3
22011,014284,-74.62426,-41.82297,14.91,8.5
22012,014285,-70.14588,-24.61886,46.67,8.6
22013,014286,-72.03437,-29.34017,13.32,8.4
22014,014287,-69.97736,-21.98284,44.21,8.8
22015,014289,-73.73997,-42.15379,40.56,8.5
22016,014290,-74.03007,-36.37935,10.5,8.5
22017,014291,-70.7578,-20.22502,23.09,8.7
22018,014292,-73.53019,-38.93007,33.37,8.5
22019,014293,-73.47732,-38.12428,29.78,8.6
22020,014294,-70.57231,-24.39514,31.16,8.4
22021,014295,-73.85204,-39.34012,26.29,8.5
22022,014296,-71.18562,-27.80105,23.96,8.6
22023,014297,-70.76908,-21.91732,19.07,8.6
22024,014298,-71.16476,-33.17324,53.18,8.8
22025,014299,-71.48902,-18.18793,31.52,8.3
22026,014300,-70.28106,-22.40821,33.13,8.4
22027,014301,-71.34781,-30.21025,40.35,8.4
22028,014303,-74.03007,-36.37935,10.5,8.7
22029,014304,-73.09895,-35.95638,26.08,8.5
22030,014305,-72.25556,-29.98743,9.78,8.7
22031,014306,-70.58691,-23.8971,28.32,8.7
22032,014307,-70.4912,-27.03293,45.88,8.4
22033,014309,-73.20994,-38.8963,43.4,8.7
22034,014310,-70.77319,-20.49124,21.04,8.7
22035,014311,-74.27213,-41.57742,21.45,8.6
22036,014312,-71.21624,-29.05816,36.91,8.4
22037,014313,-73.21979,-37.31317,32.38,8.6
22038,014314,-71.86002,-34.74772,43.23,8.5
22039,014315,-75.05483,-40.90873,7.0,8.7
22040,014316,-70.70425,-27.81942,42.94,8.6
22041,014317,-71.69285,-33.50937,33.32,8.4
22042,014318,-73.3633,-39.58054,43.68,8.5
22043,014319,-71.17067,-32.11074,52.69,8.7
22044,014320,-71.23161,-28.59884,30.63,8.6
22045,014321,-73.14842,-37.23658,33.93,8.4
22046,014322,-73.34126,-35.66817,17.95,8.4
22047,014323,-71.10578,-28.35142,32.34,8.5
22048,014324,-74.52463,-42.35258,18.06,8.6
22049,014325,-73.89952,-41.89309,33.21,8.4
22050,014326,-70.85527,-19.68021,24.9,8.5
22051,014327,-71.33603,-26.85956,15.75,8.5
22052,014328,-70.09424,-20.14384,47.23,8.4
22053,014329,-71.16659,-29.20489,40.83,8.4
22054,014330,-72.99479,-36.33195,33.07,8.5
22055,014331,-73.57888,-35.06303,7.49,8.4
22056,014332,-72.7844,-34.44714,15.22,8.5
22057,014333,-70.68233,-21.01428,21.58,8.4
22058,014334,-74.41181,-39.69283,14.41,8.5
22059,014335,-73.32538,-37.98315,32.8,8.4
22060,014336,-70.90834,-23.49645,18.77,8.8
22061,014337,-74.06713,-37.57353,15.88,8.5
22062,014338,-73.42484,-38.34317,32.37,8.3
22063,014341,-70.86734,-22.14431,17.03,8.6
22064,014342,-71.49611,-25.71517,8.31,8.7
22065,014343,-71.51632,-32.80102,37.68,8.6
22066,014344,-73.4039,-40.55215,44.75,8.5
22067,014345,-71.0689,-23.79164,15.69,8.7
22068,014346,-70.73252,-26.19054,30.47,8.4
22069,014347,-71.43017,-28.48092,22.71,8.3
22070,014348,-69.84497,-23.97907,53.33,8.7
22071,014349,-74.30916,-38.51455,13.6,8.6
22072,014350,-72.37649,-33.8751,17.25,8.7
22073,014351,-70.14024,-22.6994,38.47,8.7
22074,014352,-71.61403,-18.06244,31.55,8.3
22075,014353,-70.17279,-24.83086,47.04,8.7
22076,014354,-70.86873,-23.29715,19.18,8.3
22077,014355,-71.10578,-28.35142,32.34,8.2
22078,014356,-74.38919,-40.45971,16.09,8.5
22079,014357,-73.98228,-36.84466,14.97,8.5
22080,014358,-73.48666,-38.00173,28.94,8.6
22081,014359,-73.27079,-37.48591,31.82,8.5
22082,014360,-72.16761,-35.13443,39.13,8.4
22083,014361,-72.19094,-34.3311,26.01,8.6
22084,014362,-71.49683,-25.88236,8.68,8.7
22085,014363,-74.18145,-37.74153,14.0,8.5
22086,014364,-71.22742,-29.35789,39.7,8.6
22087,014365,-73.39803,-39.04869,38.34,8.5
22088,014366,-71.38234,-24.63846,9.11,8.5
22089,014367,-73.92205,-41.62646,31.0,8.4
22090,014368,-73.84449,-41.54456,33.0,8.2
22091,014369,-71.03975,-23.9941,17.11,8.6
22092,014370,-73.0979,-38.402,42.6,8.6
22093,014371,-73.61032,-38.30604,27.6,8.5
22094,014372,-71.64982,-27.22257,10.1,8.6
22095,014373,-72.13036,-34.17691,25.89,8.7
22096,014374,-74.04698,-36.68161,12.6,8.6
22097,014375,-70.82672,-19.76804,24.86,8.5
22098,014376,-73.18778,-36.35319,28.06,8.5
22099,014377,-72.24021,-35.28342,39.47,8.7
22100,014378,-70.9788,-29.35752,50.99,8.6
22101,014379,-73.97937,-38.93136,21.73,8.6
22102,014380,-70.26074,-23.7865,38.07,8.6
22103,014381,-71.92376,-27.97632,8.29,8.7
22104,014382,-70.20815,-23.44838,38.39,8.6
22105,014383,-70.95764,-27.06116,26.3,8.4
22106,014384,-70.89036,-24.17056,21.33,8.4
22107,014385,-70.7956,-26.70212,30.25,8.6
22108,014386,-74.13967,-40.49988,21.38,8.6
22109,014387,-70.60044,-21.41854,23.26,8.8
22110,014388,-73.43539,-38.59354,33.73,8.6
22111,014389,-73.24358,-35.815,21.36,8.4
22112,014391,-71.01118,-24.18499,18.52,8.6
22113,014392,-74.21841,-43.77305,29.31,8.7
22114,014393,-70.61494,-20.11234,28.16,8.6
22115,014394,-70.48303,-20.29891,31.1,8.6
22116,014395,-69.82639,-23.2309,51.17,8.5
22117,014396,-72.23799,-34.15615,22.78,8.5
22118,014397,-70.74233,-22.95143,21.27,8.5
22119,014398,-72.82478,-36.19351,36.45,8.3
22120,014399,-73.96101,-38.57759,20.98,8.7
22121,014400,-73.30856,-38.07801,33.78,8.5
22122,014401,-74.1656,-37.96514,14.96,8.6
22123,014402,-73.69203,-36.64625,19.18,8.7
22124,014403,-74.66493,-41.64964,13.91,8.6
22125,014404,-70.80829,-27.6998,36.97,8.7
22126,014405,-73.38245,-37.46891,29.04,8.6
22127,014406,-71.49436,-28.20493,18.92,8.7
22128,014407,-74.25517,-38.93047,15.62,8.7
22129,014408,-71.32893,-27.40541,18.16,8.7
22130,014409,-70.82454,-21.82549,17.96,8.8
22131,014410,-71.87362,-32.37804,24.7,8.6
22132,014411,-74.0631,-40.25986,22.9,8.8
22133,014412,-74.35344,-43.40011,24.98,8.5
22134,014413,-71.3408,-26.49557,14.34,8.6
22135,014414,-73.60029,-35.94885,15.56,8.8
22136,014415,-70.66608,-25.48081,31.92,8.7
22137,014416,-71.77072,-34.3027,39.29,8.6
22138,014417,-70.33098,-22.31186,31.36,8.6
22139,014419,-73.00205,-35.85239,27.09,8.8
22140,014420,-73.01423,-37.0477,37.06,8.9
22141,014421,-71.25142,-27.33835,19.26,8.7
22142,014422,-70.77716,-26.98448,32.65,8.7
22143,014423,-71.19132,-29.85816,45.39,8.5
22144,014424,-70.87436,-27.40537,31.71,8.6
22145,014425,-74.35439,-42.89586,23.89,8.5
22146,014426,-74.79353,-40.88723,10.57,8.5
22147,014427,-71.68004,-34.09159,39.76,8.5
22148,014428,-71.49683,-25.88236,8.68,8.6
22149,014430,-75.00723,-39.77526,5.32,8.6
22150,014431,-73.62967,-41.28892,38.84,8.7
22151,014432,-73.69662,-38.69761,27.52,8.7
22152,014433,-70.17622,-22.05889,36.55,8.6
22153,014434,-73.89156,-41.44893,31.03,8.6
22154,014435,-70.56985,-23.68235,27.97,9.0
22155,014436,-71.01423,-27.54311,27.6,8.7
22156,014437,-70.9628,-21.48052,14.57,8.7
22157,014438,-71.5006,-33.23941,39.25,8.7
22158,014441,-71.04119,-26.80972,22.3,8.6
22159,014442,-73.44529,-35.98112,19.01,8.9
22160,014443,-74.04839,-42.32223,30.91,8.6
22161,014444,-74.24784,-39.91899,18.02,8.5
22162,014445,-69.93295,-20.4032,51.8,8.7
22163,014446,-71.16793,-23.39908,11.27,8.8
22164,014447,-70.65385,-25.91093,32.91,8.7
22165,014448,-74.51253,-42.61913,19.14,8.5
22166,014449,-69.93295,-20.4032,51.8,9.0
22167,014450,-72.48691,-34.36043,19.25,8.8
22168,014451,-73.43683,-41.97876,50.75,8.9
22169,014452,-70.14358,-25.73343,53.12,8.9
22170,014453,-70.86747,-27.24735,30.86,8.9
22171,014454,-70.33366,-25.70318,45.24,8.5
22172,014455,-73.12016,-34.837,13.55,8.5
22173,014456,-72.56944,-34.7307,21.45,8.8
22174,014457,-71.46951,-32.146,39.21,8.9
22175,014458,-71.35824,-24.95037,11.0,8.9
22176,014459,-70.14901,-24.9317,48.5,8.5
22177,014460,-70.85413,-28.34712,42.8,8.8
22178,014461,-70.35924,-26.14927,45.99,8.7
22179,014462,-70.81218,-23.48094,20.92,8.7
22180,014464,-74.54071,-38.47949,9.0,8.7
22181,014465,-70.66585,-24.17555,27.32,8.8
22182,014466,-72.35501,-32.01688,11.33,8.8
22183,014467,-74.21971,-38.45666,15.25,8.9
22184,014468,-70.93859,-19.69205,22.55,8.6
22185,014469,-74.53653,-42.97878,19.33,8.4
22186,014470,-71.21366,-20.44739,9.03,8.7
22187,014471,-74.86074,-39.46113,6.53,8.8
22188,014472,-70.76908,-21.91732,19.07,8.8
22189,014473,-74.41335,-43.85987,23.68,8.7
22190,014474,-70.18958,-20.24232,42.48,8.5
22191,014475,-71.53301,-34.42463,50.77,8.8
22192,014476,-70.1158,-21.59621,39.21,8.7
22193,014477,-71.6574,-31.10753,30.18,8.7
22194,014478,-69.7825,-21.9001,52.21,8.7
22195,014479,-71.86149,-18.41905,17.97,8.8
22196,014480,-73.92205,-41.62646,31.0,8.6
22197,014481,-72.65506,-34.99074,22.9,8.8
22198,014482,-70.7578,-20.22502,23.09,8.6
22199,014483,-72.9533,-35.1572,19.1,8.8
22200,014484,-73.60367,-40.48494,37.1,8.7
22201,014485,-72.69015,-33.22319,6.78,8.6
22202,014486,-71.61346,-34.21794,44.13,8.7
22203,014487,-74.74749,-40.39055,10.56,8.7
22204,014488,-69.91451,-23.27032,48.1,8.9
22205,014489,-73.18492,-37.95878,36.51,8.7
22206,014491,-73.84255,-39.23906,26.17,9.0
22207,014492,-73.95585,-38.74581,21.66,8.4
22208,014493,-70.15699,-22.87422,38.28,8.8
22209,014494,-71.89142,-34.92779,45.33,8.7
22210,014495,-72.17193,-34.41639,27.63,8.5
22211,014496,-71.43562,-29.57443,32.69,8.6
22212,014497,-73.74507,-36.31375,15.94,8.6
22213,014498,-70.14358,-25.73343,53.12,8.7
22214,014499,-71.58398,-30.83456,32.5,8.5
22215,014500,-70.71376,-24.57447,27.78,8.7
22216,014501,-73.58319,-35.45062,10.67,8.8
22217,014502,-71.56583,-18.53942,21.72,8.6
22218,014503,-71.63978,-29.73228,25.88,8.6
22219,014504,-71.79019,-30.937,25.0,8.9
22220,014505,-71.68004,-34.09159,39.76,8.7
22221,014506,-70.52211,-25.20545,36.4,8.9
22222,014507,-70.52528,-27.19607,45.52,8.7
22223,014508,-71.9453,-30.33384,18.68,8.7
22224,014509,-71.13342,-29.39408,44.28,8.7
22225,014510,-71.14567,-25.11116,17.94,8.5
22226,014511,-73.60659,-36.89845,21.95,8.6
22227,014512,-70.88075,-19.97884,21.62,8.5
22228,014513,-74.36359,-39.61165,15.11,8.6
22229,014514,-74.23231,-39.58174,17.64,8.6
22230,014515,-71.46838,-29.49689,30.83,8.6
22231,014516,-74.11168,-36.95752,12.62,8.9
22232,014517,-70.0535,-24.08913,46.68,8.6
22233,014518,-69.95874,-20.23455,52.1,8.6
22234,014519,-71.68474,-31.65484,30.21,8.7
22235,014520,-71.83511,-31.50381,24.66,8.6
22236,014521,-70.37721,-24.57776,38.43,8.7
22237,014522,-72.65909,-34.5669,18.25,8.7
22238,014523,-71.3408,-26.49557,14.34,8.4
22239,014524,-71.1185,-26.46673,19.01,8.7
22240,014525,-73.85366,-37.08587,18.23,8.9
22241,014526,-70.59821,-25.03675,33.21,8.7
22242,014527,-73.06719,-36.70483,33.84,8.7
22243,014528,-73.76677,-36.58052,17.52,8.7
22244,014529,-73.71161,-39.80624,32.28,8.6
22245,014530,-74.32158,-40.63316,17.62,8.6
22246,014531,-70.41285,-21.65474,28.65,8.6
22247,014532,-71.73757,-33.67454,33.02,8.6
22248,014533,-70.35409,-23.21573,32.76,8.7
22249,014534,-71.20802,-23.10638,8.48,8.6
22250,014535,-71.6481,-32.45177,32.4,8.7
22251,014536,-73.32232,-37.03927,28.69,8.6
22252,014537,-74.22931,-40.3494,19.12,8.6
22253,014538,-74.85689,-41.52965,11.01,8.7
22254,014539,-71.13902,-19.3256,21.13,8.6
22255,014540,-71.27652,-25.14431,14.47,8.7
22256,014541,-71.24964,-31.28671,49.09,8.4
22257,014542,-72.87018,-33.69615,6.59,8.7
22258,014543,-73.34733,-39.25718,41.88,8.7
22259,014544,-71.86002,-34.74772,43.23,8.5
22260,014545,-71.03354,-19.85663,18.89,8.5
22261,014546,-70.95843,-29.12035,49.16,8.7
22262,014547,-70.63844,-25.73241,33.23,8.6
22263,014548,-71.42651,-29.34843,31.28,8.7
22264,014549,-71.34852,-32.48602,44.36,8.9
22265,014550,-74.53421,-37.46167,5.78,8.8
22266,014551,-71.73004,-29.72182,22.88,8.7
22267,014552,-70.06963,-24.25311,47.06,8.5
22268,014553,-74.56822,-40.31349,13.07,8.6
22269,014554,-70.11247,-24.73285,48.56,8.5
22270,014555,-71.28489,-25.65586,14.76,8.7
22271,014556,-72.08128,-33.54151,21.64,8.4
22272,014557,-73.88981,-38.51038,22.26,8.6
22273,014558,-70.41396,-20.37302,33.0,8.8
22274,014559,-71.34114,-24.32793,9.24,8.8
22275,014560,-71.13864,-25.49349,18.21,8.6
22276,014561,-70.12908,-22.38941,38.43,8.6
22277,014562,-73.99321,-38.19974,19.05,8.7
